index,delete,id,isclosed,rating,reviewcount,y_price,wrong,notes,correct_url
325,,zYQpuK03rUZJ5-IDnge7kA,FALSE,4.5,378,$,,,https://www.yelp.com/biz/areperia-arepa-lady-jackson-heights
326,,C3spvfEd8JQJie-yixRgpQ,FALSE,4,266,$,,,
327,,fVslDZ8dGsVmcRhS0R0kFg,FALSE,4,261,$$,,,
328,,MbwsCB7echBlVwzfJ_9c9g,FALSE,4,274,$$,,,
329,,Bzprbnm51unkJqh9xtlQ7g,FALSE,4,205,$$,,,
330,,cCWR47_Qeb611F_J8iz_ig,FALSE,4,382,$$$,,,
331,,aTFkjo0scqmOgsFF5kuGXg,FALSE,4,298,$$$,,,
332,,bSi2f2TaOr4RVTI5eFt0wQ,FALSE,3,178,$$,,,
333,n,b6fnzW30Z9jGqGHOelzAFQ,TRUE,3.5,74,$$$,y,,https://www.yelp.com/biz/barchetta-new-york
334,,_sipbeIM-EtR4cIzleEUhg,FALSE,4,284,$$,,,
335,,Jwb556DrGTEZryeV7XgZmQ,FALSE,3.5,487,$$,,,
336,,jOEh72OMOP55tUlAGsW3KQ,FALSE,4,104,$$,,,
337,,0Q3xCYWK2N-wJfXjLa9dFg,FALSE,4,292,$$$$,,,
338,,_kAe3HpRbNUTVVG8yUdbhw,FALSE,4,259,$$,,,
339,,rUBFgZU3QTk7IOgpccE8Og,FALSE,4,532,$$,,,
340,,zEHzdRjEa23tcH585_SqHw,FALSE,3.5,129,$$,,,
341,,wqYHhMnpdfUVGL5JI3Wi_A,FALSE,3.5,981,$$,,,
342,,ckb_w10XmSsW3riotGqXQA,TRUE,4,174,$$,,,
343,,1VulIvaA95_ZjBIs1O0sxQ,FALSE,4.5,101,$$,,,
344,,0rQz8mkleT62eUkiAVs4UA,FALSE,4,712,$$,,,
345,,EOANRwg2TqxqAJ6O7e-YNA,FALSE,3.5,107,$$$,,,
346,,nKjEA5nW5zm2MjD2ukdTtQ,FALSE,4.5,84,$$,,,
347,,hA5QUlrSjpxMZ90Kof0bgA,FALSE,4,181,$,,,
348,,Hn4BGKcS80yDwM7ihYscAQ,TRUE,4.5,142,$$,,,
349,n,Eu0yHABc9MeJJMUx700a5w,FALSE,4,162,$$,y,,https://www.yelp.com/biz/umas-rockaway-beach
350,,6wJOojpF2c4lLeBNbTBB0A,FALSE,4,152,$$,,,
351,,hKdvsbuQRtjajWYwjaoOQw,FALSE,3.5,1035,$$$,,,
352,,8IzVyi4kNO_lpEW1r_DbiA,FALSE,4,261,$$,,,
353,,CQ26J5DcKkh1C17JwWSoSw,FALSE,4,218,$$,,,
354,,Ve9eysLcTjGLbKp7tjOd9w,FALSE,4,968,$$$,,,
355,,H57mO_Z0CuyyppsRtk9IJA,TRUE,4.5,106,$$,,,
356,,Okbtt-ISFB3kuoxkl2wVgg,FALSE,4.5,79,$$$$,,,
357,,1Au-74qnl8CTmQ9NBscSRA,FALSE,4,108,$,,,
358,,ZhbHXqkEYNKLAbamW5peJQ,FALSE,4,438,$$$,,,
359,,m2_ZNFos5ugAwe8ft8eaEw,FALSE,4.5,305,$,,,
360,,fkwvdS0DTCVyeY3mXwae_Q,FALSE,4.5,56,$,,,
361,,4XX-zF8h5Lvrr22_tqU6-Q,FALSE,4,915,$$$$,,,
362,,zWQEMxRrhDsBuC8KTobC9Q,FALSE,3.5,270,$$,,,
363,,TlgASrwWFlnx9D1ZiKjJbA,FALSE,4,136,$$,,,
364,,IYlO-XRwjZlUl0yoKY87cA,FALSE,4.5,158,$$$$,,,
365,,l1EdTmBBFzxQIZDftPZeUQ,FALSE,4,235,$$$,,,
366,,uaFHoq-a5XqxF-bsOK9_Qg,FALSE,3.5,794,$$,,,
367,n,wfeqvT0sKAOY6KA5H-nkuA,TRUE,3.5,76,$$$,y,,https://www.yelp.com/biz/telepan-local-new-york
368,y,,,,,,y,,
369,,PBUIaPtgnhmdHE3KHglK-g,FALSE,4.5,1700,$$$$,,,
370,,Mcl-sfVMaeTPCv4m0fLAwA,TRUE,4,116,$$,,,
371,n,NMCUMp39CPenji-UbFnuCA,FALSE,4.5,120,$$$,y,changed name,
372,,i34wlziIjT8lHgUN1o0ToQ,FALSE,4,313,$$,,,
373,n,i34wlziIjT8lHgUN1o0ToQ,FALSE,4,313,$$,y,upstairs,
374,n,vjj3MMPkULJUCv8xf3XRiA,FALSE,4.5,138,$$,y,changed name,
375,,6UcYACF-byUBkn5jumAAfQ,FALSE,4,178,$$$,,,
376,,5K0b-fEk96xUJCV_5ytNog,FALSE,4,252,$$$$,,,
377,,B-lJd1eBLcLk1StNbgAe9w,FALSE,4,351,$$$,,,
378,,JCviwJXiieZUd7RlxlrhTQ,TRUE,4,76,$$,,,
379,,o5HNVvccTdsiGjT4Pubddg,FALSE,4,223,$$$,,,
380,,CzcZsX0Mvm5G8LOlKRr0WA,FALSE,4,146,$$,,,
381,n,5ZaynmA5KDMQCwJgSQ4N_g,TRUE,4.5,188,$$$,y,,https://www.yelp.com/biz/bergen-hill-new-york-3
382,,bBDzXNM7Y7_8WE2Sm6R_ig,FALSE,4,489,$$,,,
383,,OMv26_R8kaek1G7_QhBPkg,FALSE,3.5,350,$$$,,,
384,,2rqb2T5IS2D7A6UB5QwNKw,FALSE,4,236,$,,,
385,,Q1TpfbuPwKPFrNFyu-u2_g,FALSE,4,1025,$$,,,https://www.yelp.com/biz/han-dynasty-new-york
386,,6t5xWjPLWAjJV3YFMX_oaw,FALSE,4.5,119,$$$$,,,
387,,Xcnq-GIw48tMPlUIavpGmA,FALSE,3.5,208,$$$,,,
388,y,,,,,,y,,
389,,QArou0r7CmLNPWYRA9ecog,FALSE,4,1621,$,,,
390,,hArUPKkyuo6BW8skTGSs9A,TRUE,4,344,$$,,,
391,,I-B1Xbq6vIGRkdKVaQ8Uew,FALSE,3.5,425,$$$,,,
392,,t8fC-gy9eOq4Fz8jusigQw,TRUE,4,204,$$,,,
393,,vscYK65F_MUH8WqACKSdog,FALSE,4.5,351,$$$,,,
394,,cOhTtMx8dZmTJldRkVEavA,FALSE,4,658,$$,,,
395,,zGAQqDu0Ak2khVYs9WdQxw,FALSE,4.5,1124,$$$$,,,
396,,Bh1JBgQWZl9zct46uw_FzQ,FALSE,3.5,379,$$$,,,
397,,jLK1bJkvBAWEGrmigscn0w,FALSE,3.5,901,$$,,,
398,,Dm6JUK9aLxJoP3FImfenTA,TRUE,4,351,$$,,,
399,,qrydcGQpeDP_1oFvx3qOeg,FALSE,4,584,$$,,,
400,,iAoaHrrbIR6ssZpZz3WcUQ,TRUE,4,236,$$$$,,,
401,,l4fwf8VwAokv3MWT45Ab7g,FALSE,4.5,453,$$,,,
402,,GfC7pvsvhZX4-QAeZ3z_Vg,FALSE,4,213,$$$$,,,
403,,je92kXXWjANmiN-dfwNapg,FALSE,4,356,$$$$,,,
404,n,_7Wy13lQ4JRUfOeDRZ2rlw,TRUE,3.5,104,$$,y,link already fixed,https://www.yelp.com/biz/gastronomia-culinaria-new-york
405,,dc3hkLkAqCSxDWQzrx-g9A,FALSE,4,819,$$$,,,
406,n,uKiW450USZjsaQJCrhRgaQ,TRUE,3.5,76,$$,y,,https://www.yelp.com/biz/crazy-crab-flushing
407,,7Oq1UdUHUGZGH_QI6N-0LQ,FALSE,4,640,$$$,,,
408,,zJcxZQbTSAP3q4Fy-6WAyw,FALSE,4,224,$$$,,,
409,,BKMCAYb9EAivUm3p-vrC9w,FALSE,4,590,$$$,,,
410,,LyuF8SHrHlkRfXO3rUmFbw,TRUE,4,1646,$$,,,
411,n,,TRUE,3.5,42,$$,y,,https://www.yelp.com/biz/whiskey-soda-lounge-brooklyn
412,,KB9_w7vCPMvS82jiUg2ndw,FALSE,4.5,211,$$,,,
413,,nEkVibaTuIFEcTNtltFgJg,FALSE,4.5,387,$$$$,,,
414,n,YGfpddz2ml_2h75wbzkh2A,FALSE,3,372,$$,y,link already fixed,
415,,GCAQmtRdNhqVit5KGJ46Qg,FALSE,4,434,$$$,,,
416,,0EtZ1xhnXWp4-ysNVwItYA,FALSE,4,683,$$,,,
417,,wA_KKu3X36JcaUPgFjyIHg,FALSE,4,292,$$$,,,
418,,zTK8reqKrmV7U71YVHYYjg,FALSE,4,183,$$$,,,
419,,YMtQ5NZY3WUn3tetby6Uog,FALSE,4.5,258,$$,,,
420,,jnEv25Y2DosTq2sNnvmC9g,FALSE,4.5,2258,$,,,
421,n,CjLZZpH0q8KcV2Q8S16i4Q,TRUE,4,192,$$$,y,,https://www.yelp.com/biz/the-pines-brooklyn
422,n,dsp1dkKzl7fgrdklIAMXXg,TRUE,4,429,$$,y,,https://www.yelp.com/biz/tres-carnes-new-york
423,n,sZPXAcjyO3hHIc-YCC-mWg,TRUE,4,148,$$$$,y,,https://www.yelp.com/biz/costata-new-york
424,,dYqWosnE1UlJs4Wx-M_u_A,FALSE,4,285,$$,,,
425,,T3k3vbXenuGQbsiCC4G7JQ,TRUE,4,710,$$,,,
426,,Va_mnsEvBghHXvc7uZIWJQ,FALSE,4,494,$$,,,
427,,9z2lUyfzZV8b2rkkiwSM4g,FALSE,4,780,$$$,,,
428,,,FALSE,4,394,$$$,,,
429,,DZaN3bNWfwcm__sNw5bvDg,FALSE,4.5,1397,$$$$,,,
430,y,jjJc_CrkB2HodEinB6cWww,FALSE,4,3311,$$,y,closed before yelp probably,
431,n,aj8JQujAHLXx46p9f2BUYA,TRUE,4,188,$$$,y,,https://www.yelp.com/biz/cherry-new-york-4
432,,Zrlm6XHY7gTsxSqwSb7kpw,FALSE,3.5,149,$$,,,
433,,m6bu1AGIIIM9GNn9_cjsmg,FALSE,4,684,$$$,,,
434,,IqbHVeqgewmbeSMXBhbqSw,FALSE,3,217,$$,,,
435,,g3jNtkQZVZrrC823oBxdtg,FALSE,3.5,774,$$$,,,
436,,dgaNriM1VdI2nGochhHE_g,FALSE,4,925,$$,,,
437,,rn6SmSqAYx2kLFIAxytMMQ,FALSE,4,187,$$$$,,,
438,,UiX68jF6s9-INHXSiTclrw,TRUE,4,203,$$$,,,https://www.yelp.com/biz/montmartre-new-york-6
439,,7_hGsGEkHrjgAiYVjrCFnw,FALSE,4,720,$$$$,,,
440,,O4rYM6YBj90W2u7RhG3Mvg,FALSE,4,1013,$$$,,,
441,,wcwftlB-61XG4ymGTR61aw,FALSE,4,526,$$$,,,
442,,0u411BT5S3hGdnjkQ3eLOA,FALSE,3,796,$$,,,
443,,ZZxYVgodx2TxbYwh-0YU1w,FALSE,4.5,491,$,,,
444,,EvLkJaWEXTZ8QNBrxOhDsA,FALSE,4,606,$$,,,
445,,Jgaf3JmVaPokYB3ezbhjCQ,FALSE,3.5,68,$$$$,,,
446,,GJIKId1PHSlGfUIGiiKpGQ,TRUE,3.5,595,$$,,,
447,,BfhICClikxU7AG01nOOeCA,FALSE,4,209,$$$,,,
448,n,pZ9saOqLd7kZ2Yvyy6OKJg,TRUE,4,884,$$,y,,https://www.yelp.com/biz/salt-and-fat-sunnyside
449,,7DUPGtHqVZHJ3yIufbWLsg,FALSE,4,495,$$,,,
450,,rlp1_EyRynmIDlJClhRNlQ,FALSE,3.5,514,$$,,,
451,,KZq5VsNf2yAaUTMIBGDa9Q,FALSE,3.5,148,$$$,,,
452,,Ck09FempamAKGSPsV_bX-A,FALSE,4.5,495,$$$,,,
453,,jSUUcyV76hlCBAyHWAOm0w,FALSE,4,351,$$$,,,
454,,Qn-qGoIkj-9uApdxb_VTeA,FALSE,3.5,390,$$,,,
455,,0LKC_M1bumyOcgWgbH9OdQ,FALSE,4,197,$$$,,,
456,n,_LJFf9YqpYxvExTvVxb7Rw,FALSE,4.5,834,$$$$,y,,https://www.yelp.com/biz/the-modern-new-york-3
457,n,SuceM1ue_-2pvHB0v3L5nQ,TRUE,3.5,96,$$$,y,,https://www.yelp.com/biz/chez-sardine-new-york
458,,-b3J-5K_beWyGxQ1Id7KQg,FALSE,4,910,$$,,,
459,,DOdamkEm9JWR9s6VH_NuOQ,FALSE,4,462,$$,,,
460,,nxTEuWKzkK1tCF4LrhFSUQ,FALSE,4,1263,$$,,,
461,,pasWmob-dg6RkqETkO7RWA,FALSE,3.5,212,$$,,,
462,n,0vvNgHCp9QsoYuMdWfinaw,TRUE,3.5,152,$$$,y,,https://www.yelp.com/biz/the-marrow-new-york
463,,NO39sbbqugt1UdvOAQtmPg,FALSE,3.5,596,$$,,,
464,,LXigh7JsonGgGR80THcCqA,TRUE,4,78,$$,,,
465,,6vEOMyq9Zb7QVqBecvgY_A,FALSE,4,506,$$$,,,
466,,v--4s91RgyWUdWvMH2QZHw,FALSE,4,188,$$,,,
467,,7YJxZAvMxB-oVZfHAuvBmw,FALSE,4.5,238,$$,,,
468,n,hNuUeaRhR1sI_ZRrZsfSzQ,TRUE,3.5,83,$$,y,,https://www.yelp.com/biz/krescendo-brooklyn-2
469,,wSGZA3DOFSUvALZRKCM_Sw,FALSE,4.5,517,$$$$,,,
470,n,CQZ6_kzHB2MVSI7cIzZEFQ,FALSE,3,234,$$$$,y,changed name,
471,,y9hWXCnewh7xmSk2YUl0Ew,FALSE,4,361,$$,,,
472,,1UqrqRx_35w87pQeg17Gqg,FALSE,3.5,352,$$,,,
473,,N8Y9fFwPprct8fBQEceG9g,FALSE,4.5,612,$$,,,
474,y,cbmFrZrQ6OlhmJPVsFlHjQ,FALSE,4,243,$$,y,"jersey city, nj",
475,,Y33XuEV_ht25tXv7SZPKKQ,FALSE,4,106,$$,,,
476,,JOr11q2DKWezsDNTTTtS8A,FALSE,3.5,892,$$$,,,
477,,bK-Y2zCIMolqRDHsaYUCWA,FALSE,3,229,$$,,,
478,,21y8cakUmhd3g13nh0cq9g,FALSE,4.5,290,$$,,,
479,,7USPKYeaAfxl0Ch9j_1l7A,FALSE,4,397,$$,,,
480,,j0Q-yyxS2WiL3foCJEV4eg,FALSE,4,498,$$$,,,
481,,E6Y4ICdoqtYkFilRLfrOHA,FALSE,4,546,$$,,,
482,,-78KGJqSFFNnlN6B0ptung,FALSE,4,170,$$,,,
483,y,vRrVSB-LegwUwIxpkeRVtQ,FALSE,4.5,2153,$$$$,y,closed before yelp probably,
484,,aAse88crP7lBNMRJk-oWiA,TRUE,3.5,634,$$,,,
485,,w_0gzJLcEcZcD3j6pjwxtQ,TRUE,3,1324,$$,,,
486,,f7g3GhoQs9nQVTJEL2p48Q,FALSE,3.5,405,$$,,,
487,,QGvOaL14mWte55v71i3PIQ,FALSE,3.5,1005,$$,,,
488,,RSGqAGFmgfoVssOBfkldXA,FALSE,3.5,531,$$$$,,,
489,,CgIQAtAqafmU_ep9wHW81w,FALSE,3.5,215,$,,,
490,n,Dl7V50kmimfIe13K35q50g,TRUE,4,25,$,y,,https://www.yelp.com/biz/lake-trout-new-york
491,,E1NbrEDNxq_cl39sMfxX5A,FALSE,4,212,$,,,
492,,TeBthQZ2xpxyvXheS08ovw,FALSE,4,440,$$$,,,
493,,nD7Hcq5aaCASbWzc0-Sg3A,FALSE,4.5,650,$$,,,
494,,Tp3MF3DNXuW41A10PQ2nFw,FALSE,4,321,$$$,,,
495,,xEDD2ScBU3jHhWxlMC7dkQ,FALSE,4,1011,$$$,,,
496,,4qtJ_u-7-73ts5UPa6NBmA,FALSE,4.5,44,$,,,
497,,Cnqy9w1BFXZFEaChfox0ow,FALSE,3.5,822,$$,,,
498,,GSaBi8jPsuQFa7YwYlihjA,FALSE,4,304,$$$,,,
499,n,b51h6u18L5hEVj9mydfY3w,TRUE,4,207,$$,y,,https://www.yelp.com/biz/biang-new-york-2
500,,_eC8r8yMhcmDL7PWmaNK9w,FALSE,3,837,$$,,,
501,,fJdfXAVAKpNI-GoLA6U3Lg,FALSE,3.5,230,$$,,,
502,n,xeSYZoDgb2JhPC8YCv5BkA,TRUE,4,35,$$,y,link already fixed,
503,,id_xB0Gr_UMb_WQLJSjTtQ,FALSE,3.5,272,$$,,,
504,,qMHzIYzoHYe55I7L65iEQw,FALSE,4,466,$$,,,
505,,dHFI6gF6P3egnQUSHUNIBg,FALSE,3.5,244,$$$,,,
506,,YYB2lPax5wAdeNWUcm5WAg,FALSE,4,133,$$,,,
507,,rZIMlQ76I0mXL8uNii_wVg,FALSE,4.5,214,$$$$,,,
508,,ygl43IfAeM8X4XYlSTr90w,FALSE,3.5,463,$$,,,
509,,mYxM36oYE0C-STDVV50SWg,FALSE,4,379,$$$,,,
510,,12anHG0qFlw8Jkb99RX3Mg,FALSE,3.5,707,$$,,,
511,,NlsxuhV6CUONOyI7xk7-mw,FALSE,3.5,2009,$$,,,
512,,9v-JAffC6qw8Xp67BICByQ,FALSE,3.5,393,$$,,,
513,,mm6DDvU8GZD__3bTY9rA5Q,FALSE,3.5,518,$$,,,
514,,kN3rkbjvqkY62CDRYUVz4g,FALSE,4.5,186,$$$,,,
515,,77-Sk9wXLi5Ii5M3Drf4rQ,FALSE,4,287,$$$,,,
516,,1z5Nu66M6W8mk5Ap4osZwA,FALSE,4,1329,$$$,,,
517,,rEbwps11tIERRkwQrIXQog,FALSE,3.5,761,$$$$,,,
518,,7VqMGK9uwi0vKqOjdKyIUA,FALSE,3,1547,$$$,,,
519,,8NDTQb7JLHd4r0yDmpzjUA,FALSE,4,327,$$$$,,,
520,n,aBDZ4XpYYDW_avU6IBWDkg,TRUE,4,268,$$,y,,https://www.yelp.com/biz/bar-corvo-brooklyn
521,,o5sUOmtzcHAeSWtUuFJ00g,FALSE,3,260,$$,,,
522,,vRrVSB-LegwUwIxpkeRVtQ,FALSE,4.5,2153,$$$$,,,
523,,TkBJW-GIJF_6wW1OG3i-8A,FALSE,3.5,922,$$,y,,
524,n,D6sXEEqFskrLplQsWdg,TRUE,3.5,130,$$,y,,https://www.yelp.com/biz/606-r-and-d-brooklyn
525,,xq0cX_DgxiJMXwhmEl9kUA,FALSE,4,1121,$$,,,
526,,Kg1OqaEPNFFL5FuqnALdWQ,FALSE,4.5,363,$$,,,
527,,DiHm4iIAQhqMKfjsrBPvZw,FALSE,4,1038,$$$,,,
528,,ra0_Y97ZhJsaB-C_ZPQAjQ,TRUE,3,51,$$$,y,,
529,,ytABgZNWnFXQUjOYjh460A,FALSE,4.5,424,$$$$,,,
530,,Lst7wAYH_Dlxocz3nYPnow,FALSE,3.5,385,$$$,,,
531,,EYSIZX7b6Sp6TNc_KNvn7Q,FALSE,4,223,$$,,,
532,,xRO5ALKo5RJoHN2_aATjwQ,FALSE,3.5,98,$$,,,https://www.yelp.com/biz/cochinita-brooklyn
533,,Ry9w-jFALWYhazi6jjyIKw,FALSE,4,420,$$,,,
534,,vh0ZN59b_OaA4R6Yxft3Dg,FALSE,3.5,368,$$$,,,
535,,RTFIMX31BPeZzx7kJJ1SCA,FALSE,3.5,586,$$$,,,
536,,fVsH6QIJPzXpVbgmeiolsA,FALSE,4.5,481,$$$$,,,
537,n,Hd97N_WkZ_RJ6nsekbNrKQ,FALSE,3.5,1190,$$,y,changed name,
538,,NdvmQ8VoLUIZyFpApZOXUA,FALSE,3.5,330,$$,,,
539,,dMe1eni3-zoz1gFZTZpjGA,FALSE,3.5,93,$$,,,
540,,Rv4NgRl-wkMNPNdqXNSGBg,FALSE,4,793,$$,,,https://www.yelp.com/biz/shake-shack-brooklyn
541,,,FALSE,3.5,483,$$$,,,
542,,9HuYLy_4hmQWkbKlKyWagQ,TRUE,3.5,227,$$$,,,
543,,nkfUKb7oWQt54Uz9VQLhUg,FALSE,4,1599,$$,,,
544,n,Y6uSPFbEfx45a2W69n__3Q,TRUE,3,140,$$$,y,,https://www.yelp.com/biz/kutshers-tribeca-new-york
545,,beSULYnLPVj2HAOCWmvpjw,FALSE,3.5,78,$$,,,
546,,TsYrzVVtkKO4Asrk_L9stw,FALSE,3.5,412,$$,,,
547,,86DcQw6w9T6zke7rq8tdnA,FALSE,4,130,$$,,,
548,,thUk6cIQKtW9YXbDbsZ81A,FALSE,3.5,262,$$,,,
549,,QS7LomUJFfx9LufSx4RVvQ,FALSE,4,247,$$,,,
550,,0ALbdMnTBX0vkSPLzIDMlw,FALSE,4,362,$$$,,,
551,,1khUlrik7LUtZvFCWT0auA,FALSE,3.5,299,$$$,,,
552,n,7-X4qbQGsty4EXHPsJaClQ,TRUE,3.5,166,$$,y,,https://www.yelp.com/biz/whitehall-new-york-4
553,,yZJbealagfujEkgesAl2hA,FALSE,4,1367,$$$,,,
554,n,7v8xXjk891JyH3UC2JgkVg,TRUE,3.5,68,$$,y,,https://www.yelp.com/biz/betto-brooklyn
555,,bbb6QZReetkrrubqGWJokQ,FALSE,3.5,426,$$,,,
556,,rP-5Z9MsEqtiENCiPqsizg,FALSE,3.5,240,$$$,,,
557,,YjAM0lKyc_ysySljDLfH0Q,FALSE,2.5,352,$$,,,
558,,eS9mTLlWwu_Ap2ROMQWPxg,FALSE,4,959,$$,,,
559,n,GLrwy0VOwfIHhkEw7oRDFQ,TRUE,2.5,121,$$$,y,link already fixed,
560,,1_S2RxVWOidWcgbU2tBQBQ,FALSE,4,1337,$$,,,
561,,7EaiwMVaNdQibSs0yYkE5Q,FALSE,4,1942,$$$$,,,
562,,_G6lH3rUyhyIxXHyQWFlag,FALSE,4,341,$$,,,
563,,5xeTONqSB8hIXdPkhQQW7g,FALSE,3,862,$$,,,
564,,7y7E2wavr-HBwEmq2snMLw,FALSE,4,689,$$$,,,
565,,XLT7aNLJEhIdoieNjPw8Gg,FALSE,4.5,290,$$,,,
566,,XAHfErhn_JujythNCmGl1w,FALSE,4,819,$$$,,,
567,,B8R7R6AMs5yC12oc494hcA,FALSE,4,506,$$,,,
568,y,pe_75LFS5OWl_SmKib02aQ,FALSE,4.5,51,,y,,
569,,kZXeX78DXMAVKqBUpNiV-g,FALSE,4,235,$$$,,,
570,,91JzjFHN0YuLMBE4nAFZzQ,FALSE,3.5,201,$,,,
571,n,7RF8z2AIh1bFoe2gvG7zuA,TRUE,4,108,$,y,,https://www.yelp.com/biz/neerob-bronx
572,,R8_fjWqN4bZkUsdZsaAr7w,FALSE,3.5,411,$$$,,,
573,,vgg1dvDP-9tFWSacN4q0nA,FALSE,4,1102,$$,,,
574,,TkBJW-GIJF_6wW1OG3i-8A,FALSE,3.5,921,$$,,,
575,,xUD5j3fq3CExLfyV-GhHPA,FALSE,3.5,510,$$,,,
576,,hiTfA7vnxDSLv77nl6UQXQ,FALSE,4,727,$$$,,,
577,y,eqx5A8DOnD0DW8B6p-AjMg,FALSE,4.5,35,$$,y,,
578,,DpZBA0-f7Um9lvnp1zZM2A,FALSE,4,541,$$,,,
579,,c1onPljpeivCbdgYisVWNw,FALSE,4.5,639,,,,
580,,xK8VkEUjAdfrtUBHhvs4Ww,FALSE,3.5,489,$$,,,
581,n,gxs99PqnwwJKAymrczXkFg,TRUE,3.5,147,$$,y,,https://www.yelp.com/biz/nights-and-weekends-brooklyn-3
582,,4DQ1S0s5ViRsw_wpcT65cw,FALSE,4,722,$$,,,
583,,nsAU6F2vmdnphmfIa_RuWg,FALSE,4,702,$$,,,
584,,FhXjAc6nKLf414KxYujUHw,FALSE,4,2387,$$,,,
585,,FeSynfcDT4qB2kDixHUQCA,FALSE,4,863,$$$,,,
586,,RqCMsa0IuHWhML0BEjW8_w,FALSE,4,635,$$$,,,
587,,uxehuUb4BgWQNLNDEwFnUA,TRUE,4,216,$,,,
588,,,FALSE,4,192,$$$,,,
589,,Xl3_Yl-tWwLY-nfIpQmybA,FALSE,5,1,,,,
